date,nav_total,nav_zero_cost_fixed_trades,fee_today,cum_fee
2024-12-31,1000000.0,1000000.0,0.0,0.0
2025-01-02,998503.2386500001,1000000.0000000001,1496.7613499999998,1496.7613499999998
2025-01-03,975856.2231999999,977607.44,254.45545,1751.2168
2025-01-06,971093.3802649998,973186.4699999999,341.872935,2093.089735
2025-01-07,987473.3367649999,989931.82,365.3935000000001,2458.483235000001
2025-01-08,984524.0214600002,987333.1100000002,350.605305,2809.0885400000016
2025-01-09,980814.968685,983989.39,365.33277499999997,3174.4213150000014
2025-01-10,953730.369735,957244.9099999999,340.1189499999999,3514.540265000002
2025-01-13,957149.070635,961008.91,345.2991,3859.839365000002
2025-01-14,993956.346775,998226.14,409.95386,4269.793225000002
2025-01-15,990627.5867000001,995289.9900000001,392.61007500000005,4662.403300000002
2025-01-16,993249.1164550001,998242.4000000001,330.88024500000006,4993.283545
2025-01-17,991062.307335,996362.59,306.99912,5300.282665000001
2025-01-20,1000218.51104,1005875.39,356.596295,5656.87896
2025-01-21,989219.8559299997,995289.5599999997,412.8251099999999,6069.704070000001
2025-01-22,979967.3585900001,986421.66,384.59734000000003,6454.301410000001
2025-01-23,988571.0432149998,995325.7799999998,300.435375,6754.736785000001
2025-01-24,997212.8786349997,1004330.0099999998,362.3945799999999,7117.131365000003
2025-01-27,1004703.8235350001,1012195.18,374.2251,7491.3564650000035
2025-02-05,1016173.9123900001,1024076.0800000001,410.81114499999995,7902.167610000003
2025-02-06,1029156.3883099997,1037401.2099999997,342.6540800000001,8244.821690000002
2025-02-07,1040790.552965,1049389.24,353.86534500000005,8598.687035000004
2025-02-10,1060594.077805,1069586.93,394.16516,8992.852195000005
2025-02-11,1057925.935745,1067328.13,409.34206,9402.194255000004
2025-02-12,1060656.03404,1070454.73,396.50170499999996,9798.695960000003
2025-02-13,1061097.09077,1071306.66,410.87327,10209.569230000006
2025-02-14,1055227.14443,1065858.6800000002,421.96634000000006,10631.535570000005
2025-02-17,1073141.6426199998,1084189.5399999998,416.36181,11047.897380000008
2025-02-18,1062650.312885,1074103.3499999999,405.1397350000001,11453.037115000005
2025-02-19,1070330.881845,1082209.74,425.82104000000004,11878.858155000004
2025-02-20,1071569.505245,1083860.3199999998,411.95660000000004,12290.814755000005
2025-02-21,1063741.329965,1076437.23,405.08528,12695.900035000006
2025-02-24,1068325.9361649998,1081417.46,395.62379999999996,13091.523835000005
2025-02-25,1060247.6817450002,1073731.1900000002,391.98441999999994,13483.508255000006
2025-02-26,1067938.5249299998,1081771.91,349.876815,13833.385070000008
2025-02-27,1072507.6511499998,1086716.2099999997,375.17378,14208.558850000005
2025-02-28,1063556.1711749998,1078196.7599999998,432.0299749999999,14640.588825000004
2025-03-03,1065001.3884450002,1080080.0000000002,438.02273,15078.611555000005
2025-03-04,1066130.9685900002,1081632.37,422.789855,15501.401410000002
2025-03-05,1069397.7152350002,1085301.4600000002,402.34335500000003,15903.744765000003
2025-03-06,1072539.6733950002,1088853.5500000003,410.13184,16313.876605000005
2025-03-07,1068935.926145,1085631.95,382.14725000000004,16696.023855000007
2025-03-10,1068774.75194,1085856.6800000002,385.904205,17081.928060000006
2025-03-11,1071763.7506999997,1089232.6299999997,386.95124,17468.8793
2025-03-12,1070667.6686150003,1088546.2900000003,409.74208500000003,17878.621384999995
2025-03-13,1067827.86013,1086129.91,423.428485,18302.049869999995
2025-03-14,1080733.65284,1099455.1900000002,419.48729000000003,18721.537159999996
2025-03-17,1083500.41722,1102629.3699999999,407.41562,19128.952779999996
2025-03-18,1083230.13105,1102791.42,432.3361699999999,19561.28895
2025-03-19,1083903.0185200002,1103864.0200000003,399.71253,19961.00148
2025-03-20,1083125.135795,1103459.48,373.342725,20334.344205
2025-03-21,1076337.55895,1097067.51,395.606845,20729.95105
2025-03-24,1061411.2466699998,1082541.6499999997,400.45228000000003,21130.403329999997
2025-03-25,1064694.4030550001,1086217.26,392.45361499999996,21522.856945000003
2025-03-26,1072948.4955000002,1094878.0200000003,406.667555,21929.5245
2025-03-27,1066429.4183750001,1088765.0100000002,406.06712500000003,22335.591625
2025-03-28,1057074.48975,1079793.44,383.358625,22718.95025
2025-03-31,1047160.800025,1070259.19,379.439725,23098.389975000002
2025-04-01,1057948.515395,1081439.4700000002,392.56462999999997,23490.954605
2025-04-02,1059403.6712449999,1083292.44,397.81415000000004,23888.768755
2025-04-03,1061165.04385,1085422.9,369.08739499999996,24257.856150000003
2025-04-07,967004.1455400002,991630.6600000001,368.65831000000003,24626.514460000002
2025-04-08,977549.7791599999,1002548.0599999999,371.7663799999999,24998.28084
2025-04-09,997859.0028349999,1023235.9099999999,378.62632499999995,25376.907164999997
2025-04-10,1021474.734195,1047210.99,359.34864,25736.255805
2025-04-11,1024224.437445,1050330.73,370.03675000000004,26106.292555000004
2025-04-14,1048120.4132599998,1074643.3299999998,416.624185,26522.916740000004
2025-04-15,1054095.4689500001,1081027.06,408.67431,26931.591050000003
2025-04-16,1040668.7394349999,1067986.5099999998,386.179515,27317.770565000003
2025-04-17,1047910.6097050001,1075613.86,385.47973000000013,27703.250295
2025-04-18,1046090.6762249998,1074185.66,391.73348000000004,28094.983774999997
2025-04-21,1058628.8742599997,1087114.3799999997,390.521965,28485.505739999993
2025-04-22,1060281.27201,1089096.98,330.20225,28815.707989999995
2025-04-23,1067768.04541,1096978.04,394.2866,29209.994589999995
2025-04-24,1059428.74553,1089047.21,408.46988,29618.46446999999
2025-04-25,1060822.273325,1090835.74,395.002205,30013.466674999992
2025-04-28,1050972.0900400002,1081379.0000000002,393.443285,30406.909959999997
2025-04-29,1058487.7813650002,1089172.7900000003,278.098675,30685.008635
2025-04-30,1062627.14891,1093656.23,344.072455,31029.08109
2025-05-06,1079716.5760400002,1111146.3200000003,400.66286999999994,31429.743959999996
2025-05-07,1091362.881535,1123179.79,387.164505,31816.908464999993
2025-05-08,1106967.2679300003,1139162.5700000003,378.393605,32195.302069999998
2025-05-09,1102684.4811200004,1135293.4900000005,413.70681,32609.00888
2025-05-12,1118789.9967450001,1151795.1900000002,396.18437500000005,33005.193255
2025-05-13,1115437.378315,1148811.99,369.41843,33374.611684999996
2025-05-14,1117873.45962,1151648.56,400.488695,33775.100379999996
2025-05-15,1124158.438895,1158340.5799999998,407.04072499999995,34182.14110499999
2025-05-16,1118846.909475,1153436.6800000002,407.6294200000001,34589.770524999985
2025-05-19,1137163.256795,1172160.27,407.24268,34997.013204999974
2025-05-20,1149772.250165,1185169.81,400.54663,35397.55983499997
2025-05-21,1157828.0424600001,1193643.62,418.017705,35815.57753999996
2025-05-22,1150301.006635,1186544.26,427.67582500000003,36243.25336499995
2025-05-23,1135466.9901150002,1172069.07,358.82652,36602.07988499995
2025-05-26,1141255.7461050001,1178184.32,326.49401,36928.57389499995
2025-05-27,1150550.1365699999,1187837.1699999997,358.459535,37287.033429999945
2025-05-28,1151366.067925,1189004.55,351.44864499999994,37638.48207499995
2025-05-29,1161394.1415450003,1199363.58,330.95638,37969.43845499994
2025-05-30,1155373.725465,1193662.8399999999,319.67608,38289.114534999935
2025-06-03,1160507.80508,1199135.02,338.100385,38627.21491999994
2025-06-04,1169831.623505,1208815.74,356.90157500000004,38984.116494999944
2025-06-05,1165911.9027450003,1205265.2000000002,369.18076,39353.29725499993
2025-06-06,1173336.25461,1213058.8699999999,369.318135,39722.61538999993
2025-06-09,1178266.793255,1218360.95,371.54135499999995,40094.156744999935
2025-06-10,1175863.4725400005,1216306.3400000003,348.71071500000005,40442.867459999936
2025-06-11,1179470.0847550002,1220252.9700000002,340.01778500000006,40782.88524499994
2025-06-12,1177949.6987900003,1219075.2200000002,342.63596499999994,41125.52120999993
2025-06-13,1167264.72203,1208729.06,338.81676,41464.337969999935
2025-06-16,1174010.43055,1215820.3499999999,345.58148000000006,41809.919449999936
2025-06-17,1173064.5652750004,1215211.5400000003,337.055275,42146.97472499994
2025-06-18,1167539.794495,1210047.52,360.75078,42507.72550499995
